   PKT No.	     X	     Y	     Z	Angle(Degree)
0, -0.00, 0.00, -0.00, 0.00
1, -0.07, -0.02, 0.03, 0.02
2, -0.17, -0.05, 0.10, -0.06
3, -0.32, -0.04, 0.17, -0.13
4, -0.43, -0.05, 0.28, -0.04
5, -0.57, -0.06, 0.36, -0.05
6, -0.74, -0.02, 0.48, -0.01
7, -0.84, -0.02, 0.54, -0.08
8, -1.00, -0.05, 0.63, -0.01
9, -1.20, -0.04, 0.71, -0.07
